news_path,Original_or_LLM,class,setType
train-fake-orig/998.txt,original,1,train
train-true-orig/1036.txt,original,0,train
train-true-orig/625.txt,original,0,train
train-fake-LLM/1423.txt,LLM,1,train
train-fake-LLM/847.txt,LLM,1,train
train-fake-LLM/863.txt,LLM,1,train
train-true-orig/1112.txt,original,0,train
train-true-orig/178.txt,original,0,train
train-true-orig/1489.txt,original,0,train
train-true-orig/624.txt,original,0,train
train-true-orig/255.txt,original,0,train
train-fake-LLM/121.txt,LLM,1,train
train-true-orig/1034.txt,original,0,train
train-fake-LLM/795.txt,LLM,1,train
train-true-orig/324.txt,original,0,train
train-true-orig/564.txt,original,0,train
train-true-orig/1541.txt,original,0,train
train-true-orig/1721.txt,original,0,train
train-fake-LLM/1048.txt,LLM,1,train
train-fake-orig/1036.txt,original,1,train
train-true-orig/1292.txt,original,0,train
train-fake-LLM/1180.txt,LLM,1,train
train-true-orig/424.txt,original,0,train
train-fake-LLM/1600.txt,LLM,1,train
train-true-orig/825.txt,original,0,train
train-true-orig/14.txt,original,0,train
train-fake-LLM/1730.txt,LLM,1,train
train-true-orig/78.txt,original,0,train
train-fake-LLM/405.txt,LLM,1,train
train-fake-LLM/1340.txt,LLM,1,train
train-true-orig/501.txt,original,0,train
train-fake-orig/1683.txt,original,1,train
train-fake-LLM/775.txt,LLM,1,train
train-true-orig/1395.txt,original,0,train
train-true-orig/735.txt,original,0,train
train-fake-LLM/1501.txt,LLM,1,train
train-fake-LLM/999.txt,LLM,1,train
train-true-orig/41.txt,original,0,train
train-true-orig/849.txt,original,0,train
train-fake-orig/483.txt,original,1,train
train-fake-LLM/569.txt,LLM,1,train
train-fake-orig/1386.txt,original,1,train
train-true-orig/658.txt,original,0,train
train-fake-LLM/438.txt,LLM,1,train
train-fake-orig/61.txt,original,1,train
train-fake-LLM/1333.txt,LLM,1,train
train-fake-LLM/1137.txt,LLM,1,train
train-true-orig/415.txt,original,0,train
train-fake-LLM/1238.txt,LLM,1,train
train-fake-orig/1714.txt,original,1,train
train-fake-orig/1495.txt,original,1,train
train-fake-orig/1309.txt,original,1,train
train-fake-orig/551.txt,original,1,train
train-fake-LLM/1003.txt,LLM,1,train
train-true-orig/357.txt,original,0,train
train-true-orig/1520.txt,original,0,train
train-fake-orig/1102.txt,original,1,train
train-fake-LLM/1318.txt,LLM,1,train
train-true-orig/272.txt,original,0,train
train-true-orig/1035.txt,original,0,train
train-true-orig/1200.txt,original,0,train
train-fake-LLM/1272.txt,LLM,1,train
train-fake-orig/1424.txt,original,1,train
train-true-orig/104.txt,original,0,train
train-fake-LLM/194.txt,LLM,1,train
train-fake-orig/1085.txt,original,1,train
train-fake-orig/503.txt,original,1,train
train-true-orig/185.txt,original,0,train
train-fake-LLM/1641.txt,LLM,1,train
train-fake-LLM/780.txt,LLM,1,train
train-true-orig/1002.txt,original,0,train
train-fake-LLM/505.txt,LLM,1,train
train-true-orig/833.txt,original,0,train
train-true-orig/1331.txt,original,0,train
train-fake-orig/1755.txt,original,1,train
train-fake-LLM/1112.txt,LLM,1,train
train-fake-LLM/771.txt,LLM,1,train
train-fake-LLM/515.txt,LLM,1,train
train-fake-orig/287.txt,original,1,train
train-fake-LLM/888.txt,LLM,1,train
train-true-orig/847.txt,original,0,train
train-true-orig/413.txt,original,0,train
train-fake-LLM/514.txt,LLM,1,train
train-fake-orig/1442.txt,original,1,train
train-fake-LLM/751.txt,LLM,1,train
train-true-orig/15.txt,original,0,train
train-fake-LLM/1120.txt,LLM,1,train
train-true-orig/1047.txt,original,0,train
train-fake-LLM/694.txt,LLM,1,train
train-fake-orig/573.txt,original,1,train
train-fake-LLM/1307.txt,LLM,1,train
train-true-orig/1044.txt,original,0,train
train-fake-LLM/820.txt,LLM,1,train
train-fake-LLM/759.txt,LLM,1,train
train-fake-LLM/766.txt,LLM,1,train
train-true-orig/151.txt,original,0,train
train-true-orig/645.txt,original,0,train
train-fake-orig/468.txt,original,1,train
train-fake-LLM/404.txt,LLM,1,train
train-true-orig/43.txt,original,0,train
train-true-orig/888.txt,original,0,train
train-true-orig/1373.txt,original,0,train
train-fake-LLM/1413.txt,LLM,1,train
train-fake-orig/1457.txt,original,1,train
train-true-orig/1366.txt,original,0,train
train-true-orig/618.txt,original,0,train
train-fake-LLM/175.txt,LLM,1,train
train-true-orig/885.txt,original,0,train
train-true-orig/1244.txt,original,0,train
train-true-orig/1169.txt,original,0,train
train-fake-LLM/180.txt,LLM,1,train
train-fake-LLM/1095.txt,LLM,1,train
train-fake-LLM/1071.txt,LLM,1,train
train-true-orig/975.txt,original,0,train
train-true-orig/1224.txt,original,0,train
train-true-orig/455.txt,original,0,train
train-true-orig/893.txt,original,0,train
train-fake-LLM/641.txt,LLM,1,train
train-fake-orig/112.txt,original,1,train
train-fake-orig/232.txt,original,1,train
train-fake-orig/1368.txt,original,1,train
train-true-orig/1265.txt,original,0,train
train-true-orig/290.txt,original,0,train
train-true-orig/1162.txt,original,0,train
train-fake-LLM/1005.txt,LLM,1,train
train-true-orig/978.txt,original,0,train
train-fake-LLM/626.txt,LLM,1,train
train-true-orig/1318.txt,original,0,train
train-fake-LLM/1533.txt,LLM,1,train
train-true-orig/228.txt,original,0,train
train-fake-LLM/1321.txt,LLM,1,train
train-true-orig/1527.txt,original,0,train
train-true-orig/204.txt,original,0,train
train-true-orig/1762.txt,original,0,train
train-true-orig/402.txt,original,0,train
train-fake-orig/163.txt,original,1,train
train-fake-LLM/10.txt,LLM,1,train
train-true-orig/1714.txt,original,0,train
train-true-orig/1675.txt,original,0,train
train-true-orig/1429.txt,original,0,train
train-true-orig/1389.txt,original,0,train
train-true-orig/482.txt,original,0,train
train-true-orig/75.txt,original,0,train
train-true-orig/218.txt,original,0,train
train-fake-orig/229.txt,original,1,train
train-true-orig/387.txt,original,0,train
train-fake-orig/1210.txt,original,1,train
train-fake-LLM/271.txt,LLM,1,train
train-true-orig/12.txt,original,0,train
train-fake-LLM/716.txt,LLM,1,train
train-true-orig/526.txt,original,0,train
train-true-orig/961.txt,original,0,train
train-fake-LLM/750.txt,LLM,1,train
train-fake-orig/608.txt,original,1,train
train-fake-LLM/1384.txt,LLM,1,train
train-true-orig/1507.txt,original,0,train
train-fake-LLM/1303.txt,LLM,1,train
train-fake-LLM/903.txt,LLM,1,train
train-true-orig/1708.txt,original,0,train
train-true-orig/1562.txt,original,0,train
train-fake-LLM/519.txt,LLM,1,train
train-true-orig/180.txt,original,0,train
train-true-orig/261.txt,original,0,train
train-fake-LLM/484.txt,LLM,1,train
train-fake-orig/1498.txt,original,1,train
train-fake-LLM/566.txt,LLM,1,train
train-true-orig/612.txt,original,0,train
train-true-orig/553.txt,original,0,train
train-true-orig/578.txt,original,0,train
train-true-orig/1214.txt,original,0,train
train-true-orig/581.txt,original,0,train
train-true-orig/1386.txt,original,0,train
train-fake-LLM/565.txt,LLM,1,train
train-true-orig/1423.txt,original,0,train
train-fake-orig/603.txt,original,1,train
train-true-orig/1209.txt,original,0,train
train-true-orig/192.txt,original,0,train
train-true-orig/447.txt,original,0,train
train-fake-orig/533.txt,original,1,train
train-fake-orig/415.txt,original,1,train
train-true-orig/111.txt,original,0,train
train-fake-orig/950.txt,original,1,train
train-true-orig/170.txt,original,0,train
train-fake-LLM/827.txt,LLM,1,train
train-fake-orig/219.txt,original,1,train
train-fake-LLM/1062.txt,LLM,1,train
train-true-orig/678.txt,original,0,train
train-fake-orig/156.txt,original,1,train
train-true-orig/1299.txt,original,0,train
train-fake-LLM/1492.txt,LLM,1,train
train-fake-LLM/221.txt,LLM,1,train
train-true-orig/57.txt,original,0,train
train-fake-LLM/1628.txt,LLM,1,train
train-true-orig/822.txt,original,0,train
train-true-orig/872.txt,original,0,train
train-true-orig/326.txt,original,0,train
train-true-orig/84.txt,original,0,train
train-fake-LLM/1221.txt,LLM,1,train
train-fake-LLM/639.txt,LLM,1,train
train-fake-LLM/91.txt,LLM,1,train
train-fake-LLM/1722.txt,LLM,1,train
train-true-orig/837.txt,original,0,train
train-fake-LLM/467.txt,LLM,1,train
train-fake-LLM/635.txt,LLM,1,train
train-fake-LLM/439.txt,LLM,1,train
train-true-orig/1782.txt,original,0,train
train-fake-LLM/713.txt,LLM,1,train
train-true-orig/1023.txt,original,0,train
train-true-orig/456.txt,original,0,train
train-true-orig/1641.txt,original,0,train
train-fake-LLM/770.txt,LLM,1,train
train-true-orig/1563.txt,original,0,train
train-true-orig/1614.txt,original,0,train
train-true-orig/927.txt,original,0,train
train-fake-LLM/25.txt,LLM,1,train
train-fake-LLM/630.txt,LLM,1,train
train-true-orig/309.txt,original,0,train
train-fake-LLM/446.txt,LLM,1,train
train-true-orig/1082.txt,original,0,train
train-fake-orig/19.txt,original,1,train
train-fake-LLM/517.txt,LLM,1,train
train-fake-LLM/779.txt,LLM,1,train
train-true-orig/443.txt,original,0,train
train-true-orig/976.txt,original,0,train
train-fake-orig/434.txt,original,1,train
train-true-orig/1326.txt,original,0,train
train-true-orig/851.txt,original,0,train
train-fake-LLM/1411.txt,LLM,1,train
train-true-orig/292.txt,original,0,train
train-true-orig/1075.txt,original,0,train
train-true-orig/1526.txt,original,0,train
train-fake-LLM/342.txt,LLM,1,train
train-true-orig/1540.txt,original,0,train
train-fake-LLM/1204.txt,LLM,1,train
train-true-orig/1217.txt,original,0,train
train-true-orig/316.txt,original,0,train
train-fake-LLM/335.txt,LLM,1,train
train-fake-LLM/531.txt,LLM,1,train
train-fake-LLM/158.txt,LLM,1,train
train-fake-orig/943.txt,original,1,train
train-true-orig/1298.txt,original,0,train
train-fake-orig/152.txt,original,1,train
train-fake-LLM/1228.txt,LLM,1,train
train-true-orig/1229.txt,original,0,train
train-fake-LLM/1163.txt,LLM,1,train
train-true-orig/559.txt,original,0,train
train-fake-orig/1239.txt,original,1,train
train-true-orig/895.txt,original,0,train
train-true-orig/1357.txt,original,0,train
train-fake-LLM/330.txt,LLM,1,train
train-fake-LLM/818.txt,LLM,1,train
train-true-orig/533.txt,original,0,train
train-true-orig/804.txt,original,0,train
train-fake-LLM/1187.txt,LLM,1,train
train-fake-LLM/701.txt,LLM,1,train
train-fake-LLM/1580.txt,LLM,1,train
train-fake-orig/183.txt,original,1,train
train-fake-LLM/20.txt,LLM,1,train
train-true-orig/638.txt,original,0,train
train-fake-LLM/77.txt,LLM,1,train
train-true-orig/702.txt,original,0,train
train-true-orig/1547.txt,original,0,train
train-true-orig/1364.txt,original,0,train
train-fake-LLM/422.txt,LLM,1,train
train-true-orig/1020.txt,original,0,train
train-true-orig/665.txt,original,0,train
train-fake-LLM/472.txt,LLM,1,train
train-true-orig/1756.txt,original,0,train
train-true-orig/909.txt,original,0,train
train-true-orig/1197.txt,original,0,train
train-fake-orig/579.txt,original,1,train
train-true-orig/1478.txt,original,0,train
train-true-orig/42.txt,original,0,train
train-fake-orig/1778.txt,original,1,train
train-fake-LLM/1090.txt,LLM,1,train
train-true-orig/1640.txt,original,0,train
train-true-orig/1424.txt,original,0,train
train-fake-LLM/973.txt,LLM,1,train
train-fake-LLM/1341.txt,LLM,1,train
train-fake-orig/1295.txt,original,1,train
train-fake-LLM/516.txt,LLM,1,train
train-fake-LLM/72.txt,LLM,1,train
train-fake-orig/288.txt,original,1,train
train-fake-LLM/128.txt,LLM,1,train
train-true-orig/478.txt,original,0,train
train-true-orig/53.txt,original,0,train
train-fake-orig/1406.txt,original,1,train
train-fake-LLM/873.txt,LLM,1,train
train-fake-orig/563.txt,original,1,train
train-fake-orig/343.txt,original,1,train
train-fake-orig/160.txt,original,1,train
train-fake-LLM/578.txt,LLM,1,train
train-fake-orig/921.txt,original,1,train
train-fake-LLM/803.txt,LLM,1,train
train-fake-LLM/906.txt,LLM,1,train
train-true-orig/1344.txt,original,0,train
train-fake-LLM/832.txt,LLM,1,train
train-fake-LLM/1715.txt,LLM,1,train
train-fake-LLM/293.txt,LLM,1,train
train-fake-LLM/1635.txt,LLM,1,train
train-fake-LLM/1694.txt,LLM,1,train
train-fake-orig/1624.txt,original,1,train
train-true-orig/919.txt,original,0,train
train-true-orig/1523.txt,original,0,train
train-true-orig/1515.txt,original,0,train
train-true-orig/1504.txt,original,0,train
train-fake-LLM/1240.txt,LLM,1,train
train-fake-LLM/86.txt,LLM,1,train
train-true-orig/997.txt,original,0,train
train-true-orig/800.txt,original,0,train
train-fake-LLM/367.txt,LLM,1,train
train-true-orig/71.txt,original,0,train
train-fake-LLM/638.txt,LLM,1,train
train-fake-LLM/1076.txt,LLM,1,train
train-true-orig/179.txt,original,0,train
train-true-orig/91.txt,original,0,train
train-true-orig/514.txt,original,0,train
train-fake-orig/1020.txt,original,1,train
train-true-orig/521.txt,original,0,train
train-fake-LLM/1029.txt,LLM,1,train
train-true-orig/160.txt,original,0,train
train-fake-orig/988.txt,original,1,train
train-true-orig/1431.txt,original,0,train
train-fake-orig/1523.txt,original,1,train
train-fake-orig/1053.txt,original,1,train
train-true-orig/1053.txt,original,0,train
train-fake-LLM/413.txt,LLM,1,train
train-fake-LLM/1506.txt,LLM,1,train
train-true-orig/1216.txt,original,0,train
train-true-orig/18.txt,original,0,train
train-true-orig/1070.txt,original,0,train
train-true-orig/4.txt,original,0,train
train-true-orig/670.txt,original,0,train
train-fake-orig/1622.txt,original,1,train
train-true-orig/549.txt,original,0,train
train-fake-orig/830.txt,original,1,train
train-true-orig/1158.txt,original,0,train
train-true-orig/1333.txt,original,0,train
train-true-orig/1574.txt,original,0,train
train-fake-LLM/147.txt,LLM,1,train
train-true-orig/59.txt,original,0,train
train-fake-LLM/251.txt,LLM,1,train
train-true-orig/22.txt,original,0,train
train-true-orig/560.txt,original,0,train
train-true-orig/364.txt,original,0,train
train-true-orig/910.txt,original,0,train
train-true-orig/354.txt,original,0,train
train-true-orig/214.txt,original,0,train
train-fake-orig/1656.txt,original,1,train
train-fake-LLM/1497.txt,LLM,1,train
train-true-orig/1280.txt,original,0,train
train-fake-LLM/793.txt,LLM,1,train
train-true-orig/766.txt,original,0,train
train-true-orig/1768.txt,original,0,train
train-fake-orig/614.txt,original,1,train
train-true-orig/1616.txt,original,0,train
train-true-orig/124.txt,original,0,train
train-true-orig/132.txt,original,0,train
train-true-orig/169.txt,original,0,train
train-fake-LLM/324.txt,LLM,1,train
train-true-orig/760.txt,original,0,train
train-fake-orig/1153.txt,original,1,train
train-true-orig/1155.txt,original,0,train
train-true-orig/17.txt,original,0,train
train-fake-LLM/1049.txt,LLM,1,train
train-fake-orig/1711.txt,original,1,train
train-true-orig/271.txt,original,0,train
train-fake-orig/1173.txt,original,1,train
train-true-orig/146.txt,original,0,train
train-fake-LLM/204.txt,LLM,1,train
train-fake-LLM/1671.txt,LLM,1,train
train-fake-LLM/1209.txt,LLM,1,train
train-true-orig/1278.txt,original,0,train
train-fake-LLM/1472.txt,LLM,1,train
train-fake-LLM/1063.txt,LLM,1,train
train-fake-LLM/1150.txt,LLM,1,train
train-fake-LLM/43.txt,LLM,1,train
train-true-orig/1673.txt,original,0,train
train-fake-LLM/393.txt,LLM,1,train
train-fake-orig/1359.txt,original,1,train
train-fake-LLM/340.txt,LLM,1,train
train-true-orig/93.txt,original,0,train
train-fake-LLM/295.txt,LLM,1,train
train-true-orig/1377.txt,original,0,train
train-true-orig/1535.txt,original,0,train
train-fake-LLM/127.txt,LLM,1,train
train-fake-orig/624.txt,original,1,train
train-true-orig/1552.txt,original,0,train
train-true-orig/1459.txt,original,0,train
train-true-orig/914.txt,original,0,train
train-true-orig/468.txt,original,0,train
train-fake-LLM/1300.txt,LLM,1,train
train-fake-LLM/594.txt,LLM,1,train
train-true-orig/1305.txt,original,0,train
train-true-orig/400.txt,original,0,train
train-true-orig/1384.txt,original,0,train
train-fake-LLM/1047.txt,LLM,1,train
train-fake-orig/1253.txt,original,1,train
train-fake-LLM/1651.txt,LLM,1,train
train-fake-LLM/595.txt,LLM,1,train
train-fake-LLM/581.txt,LLM,1,train
train-fake-LLM/867.txt,LLM,1,train
train-fake-orig/209.txt,original,1,train
train-fake-orig/1143.txt,original,1,train
train-fake-LLM/670.txt,LLM,1,train
train-true-orig/1115.txt,original,0,train
train-fake-orig/1550.txt,original,1,train
train-fake-orig/1218.txt,original,1,train
train-true-orig/972.txt,original,0,train
train-fake-orig/425.txt,original,1,train
train-true-orig/1732.txt,original,0,train
train-fake-LLM/1093.txt,LLM,1,train
train-fake-LLM/9.txt,LLM,1,train
train-true-orig/444.txt,original,0,train
train-fake-LLM/1398.txt,LLM,1,train
train-fake-LLM/920.txt,LLM,1,train
train-true-orig/1142.txt,original,0,train
train-true-orig/647.txt,original,0,train
train-true-orig/926.txt,original,0,train
train-fake-orig/1141.txt,original,1,train
train-fake-LLM/628.txt,LLM,1,train
train-true-orig/1648.txt,original,0,train
train-fake-LLM/1512.txt,LLM,1,train
train-true-orig/1345.txt,original,0,train
train-true-orig/119.txt,original,0,train
train-fake-LLM/815.txt,LLM,1,train
train-true-orig/1632.txt,original,0,train
train-fake-LLM/1016.txt,LLM,1,train
train-fake-LLM/1066.txt,LLM,1,train
train-fake-LLM/279.txt,LLM,1,train
train-true-orig/1320.txt,original,0,train
train-true-orig/134.txt,original,0,train
train-fake-orig/88.txt,original,1,train
train-fake-LLM/341.txt,LLM,1,train
train-true-orig/302.txt,original,0,train
train-true-orig/152.txt,original,0,train
train-true-orig/1418.txt,original,0,train
train-fake-LLM/165.txt,LLM,1,train
train-fake-orig/395.txt,original,1,train
train-true-orig/1089.txt,original,0,train
train-fake-LLM/1136.txt,LLM,1,train
train-fake-LLM/4.txt,LLM,1,train
train-fake-LLM/835.txt,LLM,1,train
train-fake-LLM/1056.txt,LLM,1,train
train-fake-LLM/226.txt,LLM,1,train
train-fake-LLM/363.txt,LLM,1,train
train-fake-LLM/1195.txt,LLM,1,train
train-fake-LLM/1111.txt,LLM,1,train
train-true-orig/189.txt,original,0,train
train-fake-LLM/1686.txt,LLM,1,train
train-true-orig/527.txt,original,0,train
train-fake-LLM/868.txt,LLM,1,train
train-true-orig/231.txt,original,0,train
train-true-orig/1711.txt,original,0,train
train-true-orig/1487.txt,original,0,train
train-fake-orig/357.txt,original,1,train
train-true-orig/1237.txt,original,0,train
train-fake-orig/3.txt,original,1,train
train-fake-LLM/653.txt,LLM,1,train
train-fake-LLM/741.txt,LLM,1,train
train-fake-orig/607.txt,original,1,train
train-true-orig/1067.txt,original,0,train
train-true-orig/332.txt,original,0,train
train-fake-orig/68.txt,original,1,train
train-fake-LLM/557.txt,LLM,1,train
train-true-orig/1251.txt,original,0,train
train-fake-LLM/1019.txt,LLM,1,train
train-fake-LLM/695.txt,LLM,1,train
train-fake-LLM/1039.txt,LLM,1,train
train-fake-orig/1201.txt,original,1,train
train-fake-orig/381.txt,original,1,train
train-true-orig/156.txt,original,0,train
train-true-orig/83.txt,original,0,train
train-true-orig/1186.txt,original,0,train
train-fake-LLM/489.txt,LLM,1,train
train-true-orig/913.txt,original,0,train
train-fake-orig/8.txt,original,1,train
train-true-orig/911.txt,original,0,train
train-true-orig/1407.txt,original,0,train
train-fake-LLM/465.txt,LLM,1,train
train-fake-LLM/649.txt,LLM,1,train
train-fake-LLM/970.txt,LLM,1,train
train-fake-LLM/140.txt,LLM,1,train
train-true-orig/1462.txt,original,0,train
train-true-orig/1683.txt,original,0,train
train-true-orig/951.txt,original,0,train
train-true-orig/534.txt,original,0,train
train-fake-LLM/436.txt,LLM,1,train
train-true-orig/699.txt,original,0,train
train-true-orig/1550.txt,original,0,train
train-fake-orig/1662.txt,original,1,train
train-fake-LLM/1665.txt,LLM,1,train
train-fake-LLM/962.txt,LLM,1,train
train-true-orig/761.txt,original,0,train
train-true-orig/1688.txt,original,0,train
train-true-orig/1786.txt,original,0,train
train-fake-LLM/1291.txt,LLM,1,train
train-true-orig/276.txt,original,0,train
train-fake-LLM/1593.txt,LLM,1,train
train-true-orig/1447.txt,original,0,train
train-fake-LLM/1417.txt,LLM,1,train
train-true-orig/336.txt,original,0,train
train-true-orig/1157.txt,original,0,train
train-true-orig/542.txt,original,0,train
train-fake-LLM/420.txt,LLM,1,train
train-true-orig/901.txt,original,0,train
train-true-orig/594.txt,original,0,train
train-true-orig/1739.txt,original,0,train
train-fake-orig/1520.txt,original,1,train
train-fake-LLM/993.txt,LLM,1,train
train-true-orig/286.txt,original,0,train
train-fake-LLM/1464.txt,LLM,1,train
train-true-orig/432.txt,original,0,train
train-true-orig/1274.txt,original,0,train
train-fake-LLM/538.txt,LLM,1,train
train-true-orig/216.txt,original,0,train
train-true-orig/952.txt,original,0,train
train-true-orig/925.txt,original,0,train
train-fake-LLM/761.txt,LLM,1,train
train-fake-LLM/1302.txt,LLM,1,train
train-true-orig/1096.txt,original,0,train
